95
92.5
95
90
66.3
80
90
90
80
88.8
97.5
58.8
20
61.4
56.3
75
65.8
90
65.8
68.8
67.5
90
96.3
85
63.8
90
66.3
72.5
20
73.8
70
70
83.3
76.3
83.3
97.5
58.8
25
81.3
62.5
61.3
61.4
67.5
71.3
40
61.4
72.24130435





































































































































































































































































































































































































































































































































































































































































































































































































































































































































































